"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","992"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","673"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","463"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","304"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","179"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","589"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","674"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","309"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","380"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","763"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","603"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","583"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","943"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1407"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","783"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","888"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","775"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","585"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","250"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","865"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","150"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","740"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","335"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","340"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","319"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","840"
"FY006AC01","Population","2022","2022","-","Both sexes","081","81 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","251"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","IE0","Ireland","Number","19538"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","240"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","2287"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","1229"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","848"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","901"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","636"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","399"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","269"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","164"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","512"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","617"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","319"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","328"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","670"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","599"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","526"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","963"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1379"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","758"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","846"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","749"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","502"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","279"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","804"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","169"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","641"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","322"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","298"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","273"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","744"
"FY006AC01","Population","2022","2022","-","Both sexes","082","82 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","267"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","IE0","Ireland","Number","17885"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","203"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","2088"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","1141"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","707"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","798"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","562"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","387"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","251"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","143"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","461"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","567"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","313"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","346"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","651"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","531"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","476"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","844"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1179"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","615"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","771"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","678"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","501"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","277"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","770"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","163"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","621"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","317"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","298"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","280"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","707"
"FY006AC01","Population","2022","2022","-","Both sexes","083","83 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","239"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","IE0","Ireland","Number","15655"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","198"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1916"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","992"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","642"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","711"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","464"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","347"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","205"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","140"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","416"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","460"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","251"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","275"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","553"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","454"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","394"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","750"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1059"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","607"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","687"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","611"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","429"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","236"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","603"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","144"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","543"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","249"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","237"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","252"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","623"
"FY006AC01","Population","2022","2022","-","Both sexes","084","84 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","207"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","IE0","Ireland","Number","14457"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","141"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1786"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","937"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","546"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","644"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","475"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","309"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","198"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","143"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","352"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","438"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","295"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","274"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","503"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","417"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","376"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","653"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","1050"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","499"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","597"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","551"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","396"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","211"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","569"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","108"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","523"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","235"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","260"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","245"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","551"
"FY006AC01","Population","2022","2022","-","Both sexes","085","85 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","175"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","IE0","Ireland","Number","12871"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","159"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1562"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","817"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","500"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","530"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","371"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","307"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","176"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","140"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","317"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","402"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","225"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","242"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","443"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","372"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","355"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","614"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","923"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","439"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","556"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","503"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","354"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","181"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","552"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","92"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","451"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","235"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","222"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","226"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","434"
"FY006AC01","Population","2022","2022","-","Both sexes","086","86 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","171"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","IE0","Ireland","Number","11281"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","119"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1417"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","736"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","434"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","474"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","341"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","278"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","158"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","102"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","266"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","379"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","173"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","228"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","366"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","291"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","283"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","528"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","804"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","424"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","451"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","430"
"FY006AC01","Population","2022","2022","-","Both sexes","087","87 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","328"
