"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","155"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","181"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","126"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","54"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","178"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","33"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","157"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","88"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","60"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","57"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","154"
"FY006AC01","Population","2022","2022","2","Female","090","90 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","56"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","IE0","Ireland","Number","3781"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","45"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","534"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","251"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","153"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","119"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","102"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","93"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","49"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","32"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","95"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","88"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","48"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","73"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","115"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","103"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","89"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","177"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","282"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","133"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","152"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","150"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","108"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","68"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","180"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","36"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","149"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","56"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","56"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","62"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","136"
"FY006AC01","Population","2022","2022","2","Female","091","91 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","47"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","IE0","Ireland","Number","2809"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","24"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","455"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","194"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","106"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","96"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","70"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","58"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","48"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","19"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","66"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","84"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","32"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","44"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","80"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","81"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","71"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","117"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","211"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","88"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","103"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","102"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","87"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","45"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","131"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","30"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","85"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","54"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","38"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","52"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","94"
"FY006AC01","Population","2022","2022","2","Female","092","92 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","44"
"FY006AC01","Population","2022","2022","2","Female","093","93 years","IE0","Ireland","Number","2320"
"FY006AC01","Population","2022","2022","2","Female","093","93 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","22"
"FY006AC01","Population","2022","2022","2","Female","093","93 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","322"
"FY006AC01","Population","2022","2022","2","Female","093","93 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","162"
